Date,BND,VTI
2022-01-03,73.57796478271484,229.41897583007812
2022-01-04,73.56925201416016,228.984619140625
2022-01-05,73.31578063964844,224.01797485351562
2022-01-06,73.23709869384766,223.9613494873047
2022-01-07,73.03605651855469,222.9415740966797
2022-01-10,72.9748764038086,222.5543975830078
2022-01-11,73.12348175048828,224.7733612060547
2022-01-12,73.09721374511719,225.1227264404297
2022-01-13,73.21958923339844,221.82736206054688
2022-01-14,72.81755065917969,221.912353515625
2022-01-18,72.36302947998047,217.59722900390625
2022-01-19,72.53784942626953,215.31222534179688
2022-01-20,72.61650848388672,212.8005828857422
2022-01-21,72.8874740600586,208.58929443359375
2022-01-24,72.77384948730469,209.9300994873047
2022-01-25,72.6777114868164,206.9935760498047
2022-01-26,72.275634765625,206.19100952148438
2022-01-27,72.51162719726562,204.66134643554688
2022-01-28,72.59902954101562,209.70350646972656
2022-01-31,72.5466079711914,214.16021728515625
2022-02-01,72.51768493652344,215.79376220703125
2022-02-02,72.6227798461914,217.2195281982422
2022-02-03,72.31632232666016,212.05462646484375
2022-02-04,71.86984252929688,213.46153259277344
2022-02-07,71.93114471435547,212.92332458496094
2022-02-08,71.69469451904297,214.8778533935547
2022-02-09,71.74728393554688,218.3715362548828
2022-02-10,71.09065246582031,214.67013549804688
2022-02-11,71.55467224121094,210.506103515625
2022-02-14,71.15190887451172,209.73179626464844
2022-02-15,71.00308990478516,213.46153259277344
2022-02-16,71.0993881225586,213.6597900390625
2022-02-17,71.25697326660156,208.8064727783203
2022-02-18,71.3795166015625,207.1351776123047
2022-02-22,71.33580017089844,204.75576782226562
2022-02-23,70.9768295288086,200.98828125
2022-02-24,71.13443756103516,204.51026916503906
2022-02-25,71.19571685791016,209.06146240234375
2022-02-28,71.72100067138672,208.8347930908203
2022-03-01,72.09719848632812,205.5772247314453
2022-03-02,71.21151733398438,209.47686767578125
2022-03-03,71.52719116210938,207.88113403320312
2022-03-04,71.78150939941406,205.80386352539062
2022-03-07,71.4307632446289,199.4586639404297
2022-03-08,71.0975570678711,198.3350067138672
2022-03-09,70.90460968017578,203.83984375
2022-03-10,70.52754211425781,202.9239501953125
2022-03-11,70.4749755859375,200.1668243408203
2022-03-14,69.82606506347656,198.19334411621094
2022-03-15,69.94007873535156,202.32907104492188
2022-03-16,70.0452880859375,207.39013671875
2022-03-17,70.1066665649414,210.1661376953125
2022-03-18,70.308349609375,212.62115478515625
2022-03-21,69.58930969238281,212.42288208007812
2022-03-22,69.41394805908203,215.02896118164062
2022-03-23,69.7295913696289,212.1002655029297
2022-03-24,69.64189147949219,215.1217498779297
2022-03-25,69.02811431884766,216.04051208496094
2022-03-28,69.22977447509766,217.44236755371094
2022-03-29,69.53668212890625,220.7384796142578
2022-03-30,69.69452667236328,218.94834899902344
2022-03-31,69.74714660644531,215.64268493652344
2022-04-01,69.59591674804688,216.50462341308594
2022-04-04,69.648681640625,218.34213256835938
2022-04-05,68.94542694091797,215.150146484375
2022-04-06,68.73445892333984,212.67803955078125
2022-04-07,68.59379577636719,213.483154296875
2022-04-08,68.22457885742188,212.8201141357422
2022-04-11,67.9081039428711,209.49554443359375
2022-04-12,68.12787628173828,208.8514862060547
2022-04-13,68.2070083618164,211.58880615234375
2022-04-14,67.7410888671875,209.01251220703125
2022-04-18,67.52135467529297,208.65255737304688
2022-04-19,67.0993881225586,212.3275909423828
2022-04-20,67.52135467529297,212.05291748046875
2022-04-21,67.16091918945312,208.5862579345703
