Date,BND,VT
2013-04-01,57.911983489990234,39.008628845214844
2013-04-02,57.918922424316406,39.2419548034668
2013-04-03,57.953643798828125,38.81294250488281
2013-04-04,58.1202278137207,39.031211853027344
2013-04-05,58.27997589111328,38.903255462646484
2013-04-08,58.252166748046875,39.09142303466797
2013-04-09,58.18965530395508,39.21183776855469
2013-04-10,58.07858657836914,39.746212005615234
2013-04-11,58.106353759765625,39.941890716552734
2013-04-12,58.245235443115234,39.7687873840332
2013-04-15,58.30768966674805,38.782833099365234
2013-04-16,58.29384231567383,39.4150505065918
2013-04-17,58.32160949707031,38.71510314941406
2013-04-18,58.35631561279297,38.534481048583984
2013-04-19,58.30768966674805,38.9634895324707
2013-04-22,58.38408660888672,39.09142303466797
2013-04-23,58.37022018432617,39.52794647216797
2013-04-24,58.35631561279297,39.693511962890625
2013-04-25,58.32160949707031,39.919307708740234
2013-04-26,58.39799880981445,39.81393814086914
2013-04-29,58.44660186767578,40.20531463623047
2013-04-30,58.44660186767578,40.40098571777344
2013-05-01,58.54539489746094,40.00962829589844
2013-05-02,58.55929183959961,40.31820297241211
2013-05-03,58.281009674072266,40.75474166870117
2013-05-06,58.27409362792969,40.79989242553711
2013-05-07,58.2183952331543,40.972984313964844
2013-05-08,58.27409362792969,41.25897216796875
2013-05-09,58.18359375,41.05576705932617
2013-05-10,58.03754806518555,41.070823669433594
2013-05-13,57.97496032714844,41.040714263916016
2013-05-14,57.86362838745117,41.304134368896484
2013-05-15,57.93318557739258,41.46220397949219
2013-05-16,58.016685485839844,41.24392318725586
2013-05-17,57.891510009765625,41.582618713378906
2013-05-20,57.87754440307617,41.62777328491211
2013-05-21,57.93318557739258,41.6879768371582
2013-05-22,57.738433837890625,41.266510009765625
2013-05-23,57.7314453125,41.078346252441406
2013-05-24,57.738433837890625,40.83000564575195
2013-05-28,57.41843032836914,40.98805236816406
2013-05-29,57.46712112426758,40.67945861816406
2013-05-30,57.41843032836914,40.87515640258789
2013-05-31,57.321044921875,40.17519760131836
2013-06-03,57.26878356933594,40.423561096191406
2013-06-04,57.24782943725586,40.27305221557617
2013-06-05,57.2269287109375,39.59568405151367
2013-06-06,57.30364990234375,39.92683792114258
2013-06-07,57.15720748901367,40.2880859375
2013-06-10,57.01087188720703,40.31067657470703
2013-06-11,57.03874969482422,39.77630615234375
2013-06-12,56.927181243896484,39.558048248291016
2013-06-13,57.17814254760742,40.145103454589844
2013-06-14,57.24086380004883,39.79888153076172
2013-06-17,57.19904327392578,40.21282958984375
2013-06-18,57.15025329589844,40.513893127441406
2013-06-19,56.815670013427734,39.79888153076172
2013-06-20,56.29985809326172,38.587158203125
2013-06-21,56.0698356628418,38.66242980957031
2013-06-24,55.79801559448242,38.054378509521484
2013-06-25,55.93047332763672,38.56297302246094
2013-06-26,56.12561798095703,38.85905456542969
2013-06-27,56.3486442565918,39.261356353759766
2013-06-28,56.37656784057617,39.101951599121094
2013-07-01,56.472232818603516,39.42836380004883
2013-07-02,56.48619842529297,39.20822525024414
2013-07-03,56.4443244934082,39.268959045410156
2013-07-05,55.815673828125,39.54983139038086
2013-07-08,56.06710433959961,39.70165252685547
2013-07-09,56.12995147705078,39.967323303222656
2013-07-10,55.99030685424805,40.020477294921875
2013-07-11,56.367427825927734,40.90104675292969
2013-07-12,56.29061508178711,40.8023681640625
2013-07-15,56.4443244934082,41.01491165161133
2013-07-16,56.52812576293945,40.89344787597656
2013-07-17,56.65380096435547,41.06047439575195
2013-07-18,56.56306457519531,41.27299880981445
2013-07-19,56.709747314453125,41.27299880981445
2013-07-22,56.74460983276367,41.462791442871094
2013-07-23,56.73066711425781,41.48557662963867
2013-07-24,56.549068450927734,41.348915100097656
2013-07-25,56.52812576293945,41.43241500854492
2013-07-26,56.570030212402344,41.326148986816406
2013-07-29,56.56306457519531,41.10601806640625
2013-07-30,56.52812576293945,41.07565689086914
2013-07-31,56.59096145629883,41.121185302734375
2013-08-01,56.315189361572266,41.66775131225586
2013-08-02,56.4972038269043,41.78920364379883
2013-08-05,56.51820755004883,41.698116302490234
2013-08-06,56.48318099975586,41.500736236572266
2013-08-07,56.56717300415039,41.265419006347656
2013-08-08,56.59518814086914,41.63738250732422
2013-08-09,56.66518783569336,41.60702896118164
2013-08-12,56.56017303466797,41.58424377441406
2013-08-13,56.364192962646484,41.7816162109375
2013-08-14,56.336181640625,41.690513610839844
2013-08-15,56.133235931396484,41.204681396484375
2013-08-16,55.98628234863281,41.15155792236328
2013-08-19,55.82527160644531,40.81754684448242
2013-08-20,55.98628234863281,40.94658660888672
2013-08-21,55.76930236816406,40.52149200439453
2013-08-22,55.82527160644531,40.88584899902344
2013-08-23,55.98628234863281,41.15155792236328
2013-08-26,56.084224700927734,40.961769104003906
2013-08-27,56.224246978759766,40.2406120300293
2013-08-28,56.12623977661133,40.301334381103516
2013-08-29,56.18219757080078,40.3241081237793
2013-08-30,56.10521697998047,40.11156463623047
2013-09-03,55.97966766357422,40.475955963134766
2013-09-04,55.9095344543457,40.89344787597656
2013-09-05,55.523773193359375,40.97695541381836
2013-09-06,55.73416519165039,41.08323287963867
2013-09-09,55.874481201171875,41.644981384277344
2013-09-10,55.75522232055664,42.04730224609375
2013-09-11,55.9095344543457,42.16875457763672
2013-09-12,55.89548873901367,41.948631286621094
2013-09-13,55.98667907714844,42.08525466918945
2013-09-16,56.05685043334961,42.38132095336914
2013-09-17,56.10597610473633,42.47999954223633
2013-09-18,56.554813385009766,43.315025329589844
2013-09-19,56.49172592163086,43.17839050292969
2013-09-20,56.484683990478516,42.791236877441406
2013-09-23,56.52676773071289,42.7264404296875
2013-09-24,56.646053314208984,42.650184631347656
2013-09-25,56.76523971557617,42.61206817626953
2013-09-26,56.681087493896484,42.74932098388672
2013-09-27,56.695152282714844,42.61206817626953
2013-09-30,56.73019027709961,42.35283279418945
2013-10-01,56.66129684448242,42.68831253051758
2013-10-02,56.72454071044922,42.627323150634766
2013-10-03,56.75270462036133,42.3757209777832
2013-10-04,56.689422607421875,42.551082611083984
2013-10-07,56.731624603271484,42.20797348022461
2013-10-08,56.71052169799805,41.75816345214844
2013-10-09,56.675357818603516,41.84201431274414
2013-10-10,56.689422607421875,42.703556060791016
2013-10-11,56.71052169799805,43.00090408325195
2013-10-14,56.59806442260742,43.10765075683594
2013-10-15,56.58400344848633,42.81029510498047
2013-10-16,56.82298278808594,43.28300857543945
2013-10-17,57.019771575927734,43.7099609375
2013-10-18,57.08306121826172,43.969181060791016
2013-10-21,57.012786865234375,44.01494216918945
2013-10-22,57.195491790771484,44.327537536621094
2013-10-23,57.22366714477539,43.938690185546875
2013-10-24,57.22366714477539,44.17504119873047
2013-10-25,57.2868766784668,44.22079086303711
2013-10-28,57.237709045410156,44.213172912597656
2013-10-29,57.279876708984375,44.319915771484375
2013-10-30,57.21659851074219,44.15216827392578
2013-10-31,57.21659851074219,43.92344665527344
2013-11-01,57.06229782104492,43.900569915771484
2013-11-04,57.09756088256836,44.15216827392578
2013-11-05,56.928462982177734,43.82432174682617
2013-11-06,57.02708435058594,44.030181884765625
2013-11-07,57.13983154296875,43.4126091003418
2013-11-08,56.76643753051758,43.79383850097656
2013-11-11,56.71714782714844,43.82432174682617
2013-11-12,56.6889762878418,43.70233154296875
2013-11-13,56.84394836425781,43.946319580078125
2013-11-14,57.00596237182617,44.15216827392578
2013-11-15,57.02708435058594,44.47239303588867
2013-11-18,57.13277816772461,44.44952392578125
2013-11-19,57.02006149291992,44.304664611816406
2013-11-20,56.86506652832031,44.09117889404297
2013-11-21,56.86506652832031,44.388519287109375
2013-11-22,56.99188995361328,44.556270599365234
2013-11-25,57.03415298461914,44.388519287109375
2013-11-26,57.04117202758789,44.40378189086914
2013-11-27,57.02006149291992,44.57149887084961
2013-11-29,57.048248291015625,44.602012634277344
2013-12-02,56.83293533325195,44.29703140258789
2013-12-03,56.88937759399414,44.060672760009766
2013-12-04,56.8046760559082,43.900569915771484
2013-12-05,56.70585632324219,43.74044418334961
2013-12-06,56.79052734375,44.266544342041016
2013-12-09,56.847007751464844,44.304664611816406
2013-12-10,56.96705627441406,44.236045837402344
2013-12-11,56.8682746887207,43.7252082824707
2013-12-12,56.719932556152344,43.51935577392578
2013-12-13,56.783470153808594,43.50410461425781
2013-12-16,56.8046760559082,43.831974029541016
2013-12-17,56.91054916381836,43.65660095214844
2013-12-18,56.88937759399414,44.25891876220703
2013-12-19,56.783470153808594,44.266544342041016
2013-12-20,56.88937759399414,44.51516342163086
2013-12-23,56.81878662109375,44.8681526184082
2013-12-24,56.699134826660156,44.97560119628906
2013-12-26,56.61415481567383,45.13672637939453
2013-12-27,56.61415481567383,45.27486038208008
2013-12-30,56.70618438720703,45.39764404296875
2013-12-31,56.68495178222656,45.581809997558594
2014-01-02,56.73456573486328,44.90652084350586
2014-01-03,56.741580963134766,44.95256042480469
2014-01-06,56.7911376953125,44.82978820800781
2014-01-07,56.861961364746094,45.03697204589844
2014-01-08,56.677913665771484,45.04464340209961
2014-01-09,56.78413009643555,45.03697204589844
2014-01-10,57.060272216796875,45.343936920166016
2014-01-13,57.13814163208008,44.837459564208984
2014-01-14,57.053199768066406,45.244163513183594
2014-01-15,57.01774978637695,45.382293701171875
2014-01-16,57.14522171020508,45.39764404296875
2014-01-17,57.208984375,45.22882080078125
2014-01-21,57.208984375,45.35159683227539
2014-01-22,57.10983657836914,45.46670150756836
2014-01-23,57.26558303833008,45.05233383178711
2014-01-24,57.4142951965332,43.88591384887695
2014-01-27,57.308109283447266,43.65570831298828
2014-01-28,57.35765838623047,44.01637649536133
2014-01-29,57.48515319824219,43.571311950683594
2014-01-30,57.48515319824219,44.00870132446289
2014-01-31,57.563045501708984,43.55595779418945
2014-02-03,57.74824142456055,42.688819885253906
2014-02-04,57.655967712402344,43.04180908203125
2014-02-05,57.53532791137695,43.011112213134766
2014-02-06,57.514068603515625,43.67871856689453
2014-02-07,57.584999084472656,44.16984939575195
2014-02-10,57.620548248291016,44.1391487121582
2014-02-11,57.49987030029297,44.72235870361328
2014-02-12,57.40052032470703,44.8067626953125
2014-02-13,57.54246139526367,44.96791458129883
2014-02-14,57.521148681640625,45.19044494628906
2014-02-18,57.59918975830078,45.389957427978516
2014-02-19,57.54956817626953,45.09836959838867
2014-02-20,57.54246139526367,45.35159683227539
2014-02-21,57.584999084472656,45.359275817871094
2014-02-24,57.570838928222656,45.643192291259766
2014-02-25,57.684391021728516,45.5280876159668
2014-02-26,57.804969787597656,45.53575897216797
2014-02-27,57.87600326538086,45.704586029052734
2014-02-28,57.83339309692383,45.827369689941406
2014-03-03,57.95570755004883,45.20579528808594
2014-03-04,57.756587982177734,45.97317123413086
2014-03-05,57.834815979003906,45.996192932128906
2014-03-06,57.692569732666016,46.20337677001953
2014-03-07,57.521907806396484,46.05757522583008
2014-03-10,57.55744552612305,45.85038757324219
2014-03-11,57.550357818603516,45.612510681152344
2014-03-12,57.6712760925293,45.56645965576172
2014-03-13,57.841888427734375,44.95256042480469
2014-03-14,57.8063850402832,44.90652084350586
2014-03-17,57.72814178466797,45.29022216796875
2014-03-18,57.792110443115234,45.63554000854492
2014-03-19,57.521907806396484,45.19044494628906
2014-03-20,57.472103118896484,45.27486038208008
2014-03-21,57.63568878173828,45.1981315612793
2014-03-24,57.64280700683594,45.159759521484375
2014-03-25,57.62861251831055,45.440677642822266
2014-03-26,57.7850227355957,45.25544738769531
2014-03-27,57.841888427734375,45.371212005615234
2014-03-28,57.73524856567383,45.65676498413086
2014-03-31,57.73524856567383,46.050357818603516
2014-04-01,57.67112350463867,46.38993453979492
2014-04-02,57.557090759277344,46.45938491821289
2014-04-03,57.60691833496094,46.35905838012695
2014-04-04,57.777984619140625,45.95773696899414
2014-04-07,57.884910583496094,45.641326904296875
2014-04-08,57.92768859863281,45.81110763549805
2014-04-09,57.9134407043457,46.35133743286133
2014-04-10,58.09164810180664,45.494686126708984
2014-04-11,58.12727355957031,45.13969039916992
2014-04-14,58.12009811401367,45.386661529541016
2014-04-15,58.148681640625,45.37895202636719
2014-04-16,58.11300277709961,45.857425689697266
2014-04-17,57.96333694458008,46.042633056640625
2014-04-21,57.97761535644531,46.11208724975586
2014-04-22,57.97761535644531,46.28187942504883
2014-04-23,58.07028579711914,46.189266204833984
2014-04-24,58.084564208984375,46.21241760253906
2014-04-25,58.105899810791016,45.84970474243164
2014-04-28,58.04174041748047,45.98860549926758
2014-04-29,58.07028579711914,46.22014236450195
2014-04-30,58.19850540161133,46.38993453979492
2014-05-01,58.3399772644043,46.4825325012207
2014-05-02,58.40427780151367,46.49795913696289
2014-05-05,58.3399772644043,46.505699157714844
2014-05-06,58.39714813232422,46.297306060791016
2014-05-07,58.42572021484375,46.49025344848633
2014-05-08,58.45428466796875,46.42079544067383
2014-05-09,58.38288116455078,46.43621826171875
2014-05-12,58.32564926147461,46.84526824951172
2014-05-13,58.432857513427734,46.82209396362305
2014-05-14,58.582881927490234,46.70633316040039
2014-05-15,58.690006256103516,46.37449264526367
2014-05-16,58.690006256103516,46.58286666870117
2014-05-19,58.66861343383789,46.62915802001953
2014-05-20,58.69717025756836,46.320472717285156
2014-05-21,58.64714813232422,46.63688278198242
2014-05-22,58.6114501953125,46.82209396362305
2014-05-23,58.66861343383789,47.02275466918945
2014-05-27,58.725746154785156,47.23884963989258
2014-05-28,58.918609619140625,47.15395736694336
2014-05-29,58.86859893798828,47.43950653076172
2014-05-30,58.81144714355469,47.33917999267578
2014-06-02,58.66755294799805,47.52440643310547
2014-06-03,58.5244026184082,47.45494842529297
2014-06-04,58.53154373168945,47.501251220703125
2014-06-05,58.59598922729492,47.85625457763672
2014-06-06,58.58885192871094,48.118648529052734
2014-06-09,58.53871536254883,48.17266845703125
2014-06-10,58.4241828918457,48.134090423583984
2014-06-11,58.44564437866211,47.96430206298828
2014-06-12,58.59598922729492,47.779075622558594
2014-06-13,58.581642150878906,47.91027069091797
2014-06-16,58.567352294921875,47.87940216064453
2014-06-17,58.43130874633789,47.97200393676758
2014-06-18,58.581642150878906,48.249847412109375
2014-06-19,58.53154373168945,48.33474349975586
2014-06-20,58.567352294921875,48.41192626953125
2014-06-23,58.54586410522461,48.33474349975586
2014-06-24,58.653228759765625,48.096046447753906
2014-06-25,58.73196792602539,48.18156814575195
2014-06-26,58.81073760986328,48.173797607421875
2014-06-27,58.81073760986328,48.33706283569336
2014-06-30,58.860862731933594,48.383724212646484
2014-07-01,58.747520446777344,48.79580307006836
2014-07-02,58.58967590332031,48.83467483520508
2014-07-03,58.51795196533203,49.05236053466797
2014-07-07,58.58967590332031,48.74136734008789
2014-07-08,58.6972770690918,48.35261917114258
2014-07-09,58.75467300415039,48.554771423339844
2014-07-10,58.76902389526367,48.23599624633789
2014-07-11,58.85515594482422,48.25154495239258
2014-07-14,58.76902389526367,48.53922653198242
2014-07-15,58.72597122192383,48.39149856567383
2014-07-16,58.747520446777344,48.60142135620117
2014-07-17,58.90531921386719,48.002750396728516
2014-07-18,58.90531921386719,48.50812911987305
2014-07-21,58.90531921386719,48.3992805480957
2014-07-22,58.98422622680664,48.64030075073242
2014-07-23,58.95557403564453,48.76470184326172
2014-07-24,58.84076690673828,48.80357360839844
2014-07-25,58.94839096069336,48.60142135620117
2014-07-28,58.93403625488281,48.60142135620117
2014-07-29,58.98422622680664,48.383724212646484
2014-07-30,58.761878967285156,48.407047271728516
2014-07-31,58.6972770690918,47.5362434387207
2014-08-01,58.89278793334961,47.372962951660156
2014-08-04,58.971920013427734,47.67619705200195
2014-08-05,58.89278793334961,47.19416046142578
2014-08-06,58.9575309753418,47.13972473144531
2014-08-07,59.08695602416992,46.85204315185547
2014-08-08,59.043819427490234,47.2019157409668
2014-08-11,59.07258224487305,47.42740249633789
2014-08-12,59.02226257324219,47.372962951660156
2014-08-13,59.13006591796875,47.65286636352539
2014-08-14,59.187599182128906,47.878334045410156
2014-08-15,59.29541015625,47.855018615722656
2014-08-18,59.173221588134766,48.26709747314453
2014-08-19,59.16603469848633,48.39149856567383
2014-08-20,59.079734802246094,48.43037033081055
2014-08-21,59.14445495605469,48.53144454956055
2014-08-22,59.14445495605469,48.48479461669922
2014-08-25,59.16603469848633,48.71025848388672
2014-08-26,59.19479751586914,48.756927490234375
2014-08-27,59.288265228271484,48.84244155883789
2014-08-28,59.367347717285156,48.67917251586914
2014-08-29,59.367347717285156,48.79580307006836
2014-09-02,59.16486740112305,48.87354278564453
2014-09-03,59.2657356262207,48.9746208190918
2014-09-04,59.16486740112305,48.819114685058594
2014-09-05,59.14325714111328,48.927974700927734
2014-09-08,59.10002517700195,48.63251876831055
2014-09-09,58.99916076660156,48.37594985961914
2014-09-10,58.891075134277344,48.53922653198242
2014-09-11,58.847869873046875,48.43814468383789
2014-09-12,58.754173278808594,48.19712829589844
2014-09-15,58.78300857543945,48.096046447753906
2014-09-16,58.761409759521484,48.41482162475586
2014-09-17,58.68932342529297,48.23599624633789
2014-09-18,58.69652557373047,48.47702407836914
2014-09-19,58.81904220581055,48.28263854980469
2014-09-22,58.891075134277344,47.92500305175781
2014-09-23,58.91990661621094,47.59843826293945
2014-09-24,58.8838996887207,47.98044204711914
2014-09-25,59.027976989746094,47.19925308227539
2014-09-26,58.9703254699707,47.472694396972656
2014-09-29,59.04237747192383,47.238304138183594
2014-09-30,59.027976989746094,47.16801834106445
2014-10-01,59.2813720703125,46.464942932128906
2014-10-02,59.23801803588867,46.32433319091797
2014-10-03,59.201942443847656,46.66025924682617
2014-10-06,59.3391227722168,46.70711898803711
2014-10-07,59.49066925048828,46.0509147644043
2014-10-08,59.64952850341797,46.76959991455078
2014-10-09,59.55568313598633,45.69937515258789
2014-10-10,59.6062126159668,45.04318618774414
2014-10-13,59.77945327758789,44.73072814941406
2014-10-14,59.858863830566406,44.79319763183594
2014-10-15,59.99599838256836,44.49636459350586
2014-10-16,59.894962310791016,44.44166946411133
2014-10-17,59.851646423339844,44.99631118774414
2014-10-20,59.90219497680664,45.386898040771484
2014-10-21,59.81556701660156,46.04310607910156
2014-10-22,59.80112075805664,45.63689422607422
2014-10-23,59.62062072753906,46.1212272644043
2014-10-24,59.67119216918945,46.36338424682617
2014-10-27,59.64952850341797,46.300899505615234
2014-10-28,59.613441467285156,46.90240478515625
2014-10-29,59.512351989746094,46.73835754394531
2014-10-30,59.55568313598633,46.996158599853516
2014-10-31,59.454612731933594,47.61328887939453
2014-11-03,59.42784118652344,47.441429138183594
2014-11-04,59.41335678100586,47.26957321166992
2014-11-05,59.48571014404297,47.37893295288086
2014-11-06,59.34825134277344,47.410186767578125
2014-11-07,59.55083465576172,47.441429138183594
2014-11-10,59.42784118652344,47.58203887939453
2014-11-11,59.4567756652832,47.707035064697266
2014-11-12,59.44955825805664,47.58984375
2014-11-13,59.49297332763672,47.5742301940918
2014-11-14,59.507415771484375,47.69922637939453
2014-11-17,59.507415771484375,47.61328887939453
2014-11-18,59.59420394897461,47.92575454711914
2014-11-19,59.442325592041016,47.87889099121094
2014-11-20,59.51463317871094,47.81639099121094
2014-11-21,59.64485549926758,48.22262191772461
2014-11-24,59.652095794677734,48.31636428833008
2014-11-25,59.7606086730957,48.36322021484375
2014-11-26,59.84743881225586,48.48822021484375
2014-11-28,59.948699951171875,48.21479034423828
2014-12-01,59.85883712768555,47.85545349121094
2014-12-02,59.72831344604492,48.027320861816406
2014-12-03,59.71382141113281,48.21479034423828
2014-12-04,59.81531524658203,48.08980941772461
2014-12-05,59.64137268066406,48.16012191772461
2014-12-08,59.76456832885742,47.75390625
2014-12-09,59.786312103271484,47.60548400878906
2014-12-10,59.945777893066406,46.91804122924805
2014-12-11,59.88776397705078,46.92584991455078
2014-12-12,60.090763092041016,46.14466094970703
2014-12-15,59.98202896118164,45.644710540771484
2014-12-16,60.1197624206543,45.56657028198242
2014-12-17,59.97478485107422,46.44150161743164
2014-12-18,59.88054656982422,47.253944396972656
2014-12-19,60.01100158691406,47.410186767578125
2014-12-22,59.98202896118164,47.6837272644043
2014-12-23,59.72060775756836,47.660152435302734
2014-12-24,59.742431640625,47.79378890991211
2014-12-26,59.793426513671875,48.006038665771484
2014-12-29,59.8953971862793,47.88025665283203
2014-12-30,59.939056396484375,47.628719329833984
2014-12-31,59.982791900634766,47.259246826171875
2015-01-02,60.186702728271484,47.133487701416016
2015-01-05,60.36142349243164,46.22162628173828
2015-01-06,60.53621292114258,45.757850646972656
2015-01-07,60.572601318359375,46.34740447998047
2015-01-08,60.47800064086914,47.04701232910156
2015-01-09,60.57992172241211,46.73257064819336
2015-01-12,60.65998458862305,46.488895416259766
2015-01-13,60.71824264526367,46.520328521728516
2015-01-14,60.85663604736328,46.3080940246582
2015-01-15,61.12607192993164,46.158748626708984
2015-01-16,60.94404220581055,46.72471618652344
2015-01-20,60.87846755981445,46.81119155883789
2015-01-21,60.761959075927734,47.157066345214844
2015-01-22,60.77650833129883,47.69947052001953
2015-01-23,60.97315979003906,47.345726013183594
2015-01-26,60.90029525756836,47.66801071166992
2015-01-27,60.93675231933594,47.36930465698242
2015-01-28,61.155181884765625,46.77187728881836
2015-01-29,61.089622497558594,47.1649284362793
2015-01-30,61.424617767333984,46.488895416259766
2015-02-02,61.35166549682617,47.10988998413086
2015-02-03,61.16195297241211,47.79378890991211
2015-02-04,61.1838493347168,47.58154296875
2015-02-05,61.05245590209961,48.14754104614258
2015-02-06,60.65847396850586,47.69947052001953
2015-02-09,60.63657760620117,47.57368469238281
2015-02-10,60.527095794677734,47.9745979309082
2015-02-11,60.527095794677734,47.86453628540039
2015-02-12,60.556331634521484,48.46980667114258
2015-02-13,60.4177131652832,48.776390075683594
2015-02-17,60.17690658569336,48.8314094543457
2015-02-18,60.34469223022461,48.988643646240234
2015-02-19,60.29366683959961,48.92575454711914
2015-02-20,60.30826187133789,49.31878662109375
2015-02-23,60.4322624206543,49.193016052246094
2015-02-24,60.68035125732422,49.36594772338867
2015-02-25,60.73875427246094,49.35810089111328
2015-02-26,60.570892333984375,49.27949905395508
2015-02-27,60.62196731567383,49.25590133666992
2015-03-02,60.426090240478516,49.42885208129883
2015-03-03,60.352943420410156,49.169429779052734
2015-03-04,60.352943420410156,48.88644027709961
2015-03-05,60.38949203491211,48.957183837890625
2015-03-06,60.038536071777344,48.35190963745117
2015-03-09,60.11165237426758,48.44623947143555
2015-03-10,60.345603942871094,47.565818786621094
2015-03-11,60.411441802978516,47.58940124511719
2015-03-12,60.45527648925781,48.171112060546875
2015-03-13,60.396812438964844,47.86453628540039
2015-03-16,60.513755798339844,48.44623947143555
2015-03-17,60.56496047973633,48.36762619018555
2015-03-18,60.937808990478516,49.17729949951172
2015-03-19,60.75505447387695,48.79997634887695
2015-03-20,60.91590881347656,49.47600173950195
2015-03-23,60.94511795043945,49.53102493286133
2015-03-24,61.0474853515625,49.373802185058594
2015-03-25,60.95244216918945,48.72914505004883
2015-03-26,60.75505447387695,48.515838623046875
2015-03-27,60.813507080078125,48.66594696044922
2015-03-30,60.88665008544922,49.005672454833984
2015-03-31,60.95244216918945,48.658042907714844
2015-04-01,61.194969177246094,48.68965530395508
2015-04-02,61.1143684387207,49.01356506347656
2015-04-06,61.16566467285156,49.44017791748047
2015-04-07,61.20230484008789,49.345375061035156
2015-04-08,61.15829086303711,49.62978744506836
2015-04-09,61.026424407958984,49.75619888305664
2015-04-10,60.99715042114258,49.99319839477539
2015-04-13,61.01182174682617,49.740386962890625
2015-04-14,61.12173080444336,49.95369338989258
2015-04-15,61.180320739746094,50.23811340332031
2015-04-16,61.16566467285156,50.285526275634766
2015-04-17,61.26826095581055,49.67720031738281
2015-04-20,61.20230484008789,49.937904357910156
2015-04-21,61.12903594970703,50.06431579589844
2015-04-22,60.90188980102539,50.26972198486328
2015-04-23,61.019107818603516,50.483009338378906
2015-04-24,61.1143684387207,50.617332458496094
2015-04-27,61.0704231262207,50.60942459106445
2015-04-28,60.87990188598633,50.73582077026367
2015-04-29,60.68935775756836,50.419837951660156
2015-04-30,60.75535202026367,49.89839553833008
2015-05-01,60.57102966308594,50.3961181640625
2015-05-04,60.4829216003418,50.43562316894531
2015-05-05,60.387489318847656,49.84309387207031
2015-05-06,60.21860122680664,49.73249816894531
2015-05-07,60.34343719482422,49.78779220581055
2015-05-08,60.50492477416992,50.53041076660156
2015-05-11,60.189273834228516,50.2302131652832
2015-05-12,60.11585235595703,50.18281173706055
2015-05-13,60.086456298828125,50.30921936035156
2015-05-14,60.20393753051758,50.80692672729492
2015-05-15,60.446258544921875,50.9017448425293
2015-05-18,60.225948333740234,50.8780403137207
2015-05-19,60.09379196166992,50.8148307800293
2015-05-20,60.09379196166992,50.79903030395508
2015-05-21,60.284671783447266,50.988624572753906
2015-05-22,60.24798583984375,50.791133880615234
2015-05-26,60.394832611083984,50.15910720825195
2015-05-27,60.4241828918457,50.5936164855957
2015-05-28,60.4315071105957,50.419837951660156
2015-05-29,60.45358657836914,50.06431579589844
2015-06-01,60.251976013183594,50.06431579589844
2015-06-02,60.08274841308594,50.1432991027832
2015-06-03,59.817935943603516,50.332923889160156
