Date,BND,VTI
2008-01-02,44.301021575927734,51.71550369262695
2008-01-03,44.3582878112793,51.654197692871094
2008-01-04,44.40977478027344,50.27324295043945
2008-01-07,44.4212646484375,50.298484802246094
2008-01-08,44.467098236083984,49.39707946777344
2008-01-09,44.415523529052734,49.91989517211914
2008-01-10,44.39836120605469,50.24800491333008
2008-01-11,44.5357780456543,49.77567672729492
2008-01-14,44.59306716918945,50.25520706176758
2008-01-15,44.7534294128418,49.0364875793457
2008-01-16,44.66747283935547,48.7408447265625
2008-01-17,44.850772857666016,47.39955520629883
2008-01-18,44.827857971191406,47.07865524291992
2008-01-22,45.10845184326172,46.555843353271484
2008-01-23,45.033973693847656,47.774532318115234
2008-01-24,44.741947174072266,48.08103561401367
2008-01-25,45.039730072021484,47.38153839111328
2008-01-28,44.87938690185547,48.37308883666992
2008-01-29,44.81639862060547,48.571388244628906
2008-01-30,44.83357238769531,48.131492614746094
2008-01-31,44.8679084777832,49.10860824584961
2008-02-01,45.017364501953125,49.901878356933594
2008-02-04,44.85645294189453,49.31055450439453
2008-02-05,44.977142333984375,47.91154479980469
2008-02-06,44.88517379760742,47.547386169433594
2008-02-07,44.6092529296875,47.983665466308594
2008-02-08,44.741477966308594,47.702423095703125
2008-02-11,44.83917999267578,47.980064392089844
2008-02-12,44.76447296142578,48.42356872558594
2008-02-13,44.52301025390625,48.97522735595703
2008-02-14,44.31608581542969,48.34063720703125
2008-02-15,44.38505172729492,48.351444244384766
2008-02-19,43.97688674926758,48.50649642944336
2008-02-20,44.01137161254883,48.73365020751953
2008-02-21,44.37931442260742,48.18918228149414
2008-02-22,44.27006149291992,48.41273498535156
2008-02-25,44.051639556884766,49.224002838134766
2008-02-26,44.218345642089844,49.54130172729492
2008-02-27,44.298824310302734,49.461978912353516
2008-02-28,44.62646484375,48.96439743041992
2008-02-29,44.90815734863281,47.8827018737793
2008-03-03,44.79912185668945,47.71323776245117
2008-03-04,44.58562088012695,47.561805725097656
2008-03-05,44.297119140625,47.8286247253418
2008-03-06,44.26252746582031,46.837066650390625
2008-03-07,44.383670806884766,46.33228302001953
2008-03-10,44.51638412475586,45.62559127807617
2008-03-11,44.26252746582031,47.24091720581055
2008-03-12,44.672183990478516,46.79019546508789
2008-03-13,44.47597885131836,47.09307861328125
2008-03-14,44.666439056396484,46.22772979736328
2008-03-17,44.81642532348633,45.69409942626953
2008-03-18,44.8568115234375,47.59425735473633
2008-03-19,44.891456604003906,46.32146453857422
2008-03-20,45.01263427734375,47.29139709472656
2008-03-24,44.7645263671875,48.31537628173828
2008-03-25,44.85105514526367,48.38530349731445
2008-03-26,44.891456604003906,47.81657791137695
2008-03-27,44.897216796875,47.63906478881836
2008-03-28,44.93184280395508,47.21523666381836
2008-03-31,45.0876350402832,47.45433807373047
2008-04-01,44.61905288696289,49.07356643676758
2008-04-02,44.56111145019531,49.10615921020508
2008-04-03,44.543724060058594,49.16413497924805
2008-04-04,44.95497131347656,49.1822509765625
2008-04-07,44.781219482421875,49.207603454589844
2008-04-08,44.80438232421875,49.117042541503906
2008-04-09,44.97819519042969,48.675106048583984
2008-04-10,44.84495162963867,48.92144012451172
2008-04-11,45.10560989379883,47.9216194152832
2008-04-14,44.95497131347656,47.758602142333984
2008-04-15,44.80438232421875,47.98684310913086
2008-04-16,44.56688690185547,49.17498779296875
2008-04-17,44.52634811401367,49.23658752441406
2008-04-18,44.56111145019531,49.91398620605469
2008-04-21,44.63640213012695,49.808937072753906
2008-04-22,44.7348747253418,49.39234924316406
2008-04-23,44.694339752197266,49.54448699951172
2008-04-24,44.50320053100586,49.81980895996094
2008-04-25,44.445247650146484,50.20378875732422
2008-04-28,44.60163497924805,50.18205261230469
2008-04-29,44.57267379760742,49.97193908691406
2008-04-30,44.93180847167969,49.7727165222168
2008-05-01,44.938777923583984,50.64936065673828
2008-05-02,44.82830810546875,50.79423904418945
2008-05-05,44.91551208496094,50.53342819213867
2008-05-06,44.75273895263672,50.96449661254883
2008-05-07,44.81667709350586,50.247257232666016
2008-05-08,45.03764343261719,50.14581298828125
2008-05-09,45.00858688354492,50.1168212890625
2008-05-12,44.96206283569336,50.63485336303711
2008-05-13,44.72947692871094,50.692813873291016
2008-05-14,44.75852966308594,50.85219955444336
2008-05-15,44.99694061279297,51.39194869995117
2008-05-16,44.90971755981445,51.48250198364258
2008-05-19,45.03184509277344,51.56221389770508
2008-05-20,45.01439666748047,51.138343811035156
2008-05-21,45.00277328491211,50.27985763549805
2008-05-22,44.822509765625,50.45010757446289
2008-05-23,45.01439666748047,49.72200012207031
2008-05-27,44.764339447021484,50.15668869018555
2008-05-28,44.53173828125,50.45735549926758
2008-05-29,44.456172943115234,50.67832565307617
2008-05-30,44.485225677490234,50.77613067626953
2008-06-02,44.702308654785156,50.370418548583984
2008-06-03,44.877437591552734,50.0987434387207
2008-06-04,44.66145706176758,50.189273834228516
2008-06-05,44.457191467285156,51.1673469543457
2008-06-06,44.68484115600586,49.624176025390625
2008-06-09,44.317134857177734,49.664024353027344
2008-06-10,44.066158294677734,49.41410827636719
2008-06-11,44.32295608520508,48.667869567871094
2008-06-12,43.838531494140625,48.81275939941406
2008-06-13,43.87937545776367,49.53725051879883
2008-06-16,43.92023468017578,49.62057113647461
2008-06-17,44.066158294677734,49.26554489135742
2008-06-18,44.212059020996094,48.90330123901367
2008-06-19,44.10116195678711,49.0482063293457
2008-06-20,44.18870544433594,48.251258850097656
2008-06-23,44.03694534301758,48.10637283325195
2008-06-24,44.22373962402344,47.868350982666016
2008-06-25,44.24123764038086,48.21046447753906
2008-06-26,44.24123764038086,46.812862396240234
2008-06-27,44.357975006103516,46.74732971191406
2008-06-30,44.503910064697266,46.65270233154297
2008-07-01,44.47226333618164,46.871070861816406
2008-07-02,44.319915771484375,45.91021728515625
2008-07-03,44.35505294799805,45.86653518676758
2008-07-07,44.37850570678711,45.422515869140625
2008-07-08,44.63048553466797,46.25960922241211
2008-07-09,44.63630676269531,45.32060623168945
2008-07-10,44.75933837890625,45.604488372802734
2008-07-11,44.47812271118164,45.20412826538086
2008-07-14,44.71835708618164,44.760108947753906
2008-07-15,44.75933837890625,44.185035705566406
2008-07-16,44.390220642089844,45.20412826538086
2008-07-17,44.18515396118164,45.67729949951172
2008-07-18,44.114830017089844,45.932064056396484
2008-07-21,44.208580017089844,46.05580520629883
2008-07-22,44.07383346557617,46.667266845703125
2008-07-23,44.09140396118164,46.892921447753906
2008-07-24,44.40779113769531,45.793758392333984
2008-07-25,44.126548767089844,45.932064056396484
2008-07-28,44.419532775878906,45.313323974609375
2008-07-29,44.349246978759766,46.27417755126953
2008-07-30,44.360923767089844,46.892921447753906
2008-07-31,44.51328659057617,46.36152648925781
2008-08-01,44.59209442138672,46.15770721435547
2008-08-04,44.50971984863281,45.77190017700195
2008-08-05,44.327354431152344,46.943870544433594
2008-08-06,44.2685546875,47.00208282470703
2008-08-07,44.55093002319336,46.33240509033203
2008-08-08,44.53326416015625,47.315101623535156
2008-08-11,44.34501266479492,47.788265228271484
2008-08-12,44.54505920410156,47.26415252685547
2008-08-13,44.42737579345703,47.154964447021484
2008-08-14,44.53913879394531,47.40245056152344
2008-08-15,44.680328369140625,47.67908477783203
2008-08-18,44.79798889160156,46.98027801513672
2008-08-19,44.715641021728516,46.48528289794922
2008-08-20,44.81563186645508,46.65270233154297
2008-08-21,44.80390548706055,46.776466369628906
2008-08-22,44.70974349975586,47.43159103393555
2008-08-25,44.833282470703125,46.434326171875
2008-08-26,44.89212417602539,46.58718490600586
2008-08-27,44.90387725830078,46.90019226074219
2008-08-28,44.945064544677734,47.66451644897461
2008-08-29,44.886268615722656,47.038509368896484
2008-09-02,45.03268051147461,46.84196090698242
2008-09-03,45.09170913696289,46.754600524902344
2008-09-04,45.11537551879883,45.32060623168945
2008-09-05,45.15080642700195,45.589927673339844
2008-09-08,45.46968460083008,46.383365631103516
2008-09-09,45.55236053466797,44.774658203125
2008-09-10,45.55236053466797,45.07310485839844
2008-09-11,45.522823333740234,45.70639419555664
2008-09-12,45.375179290771484,46.15770721435547
2008-09-15,45.71769714355469,44.03946304321289
2008-09-16,45.2747917175293,44.60725021362305
2008-09-17,45.333839416503906,42.61272430419922
2008-09-18,44.69019317626953,44.03946304321289
2008-09-19,45.23939514160156,46.16498947143555
2008-09-22,45.12128448486328,44.570838928222656
2008-09-23,45.26300811767578,43.81379699707031
2008-09-24,45.25710678100586,43.7742805480957
2008-09-25,45.40473175048828,44.55701446533203
2008-09-26,44.95000457763672,44.52045440673828
2008-09-29,45.16852951049805,41.587039947509766
2008-09-30,44.65477752685547,42.69164276123047
2008-10-01,44.41712951660156,42.64042663574219
2008-10-02,45.282318115234375,40.72385025024414
2008-10-03,45.03345489501953,40.10206985473633
2008-10-06,44.671932220458984,38.704830169677734
2008-10-07,44.802330017089844,36.342018127441406
2008-10-08,44.138587951660156,35.64707565307617
2008-10-09,42.763710021972656,33.408626556396484
2008-10-10,41.459922790527344,32.443016052246094
2008-10-13,43.1844596862793,36.6053581237793
2008-10-14,43.735599517822266,36.29082489013672
2008-10-15,43.46891784667969,32.89656066894531
2008-10-16,43.46298599243164,34.41080856323242
2008-10-17,43.700050354003906,34.08895492553711
2008-10-20,43.68227005004883,35.83726501464844
